benchmark_environment,benchmark_source,trial_json,scenario,planner,method,success,execution_time_s,controller_action_time_s,physical_settle_time_s,traveled_distance_m,final_position_error_m,final_yaw_error_rad,mean_cross_track_error_m,max_cross_track_error_m,tracking_rmse_m,tracking_max_error_m,collision_monitor_interventions,planned_footprint_collision_sample_count,raw_path_sha256,selected_path_sha256
research_warehouse,2026-08-03 four-planner matrix,results/pstmo_execution_full_20260803/research_warehouse/lower_left_diagonal_smac2d_raw.json,lower_left_diagonal,Smac2D,raw,True,32.493,31.197000000000003,1.2959999999999994,4.445332698571801,0.018550431271463535,0.0860849607113231,,,0.027679207572573784,0.06142775948234757,0,0,96c5596bf3743553ab28ba4f152755896532c820b0c3d035c0b75ee41c6445b8,96c5596bf3743553ab28ba4f152755896532c820b0c3d035c0b75ee41c6445b8
research_warehouse,2026-08-03 four-planner matrix,results/pstmo_execution_full_20260803/research_warehouse/lower_left_diagonal_smac2d_simple.json,lower_left_diagonal,Smac2D,simple,True,31.713,30.378000000000004,1.3349999999999973,4.417453053553366,0.015798677651175354,0.08328709413299218,,,0.029264803904499308,0.06594270332955363,0,0,96c5596bf3743553ab28ba4f152755896532c820b0c3d035c0b75ee41c6445b8,f42e340d3bfb126f014589cb97285bf4ad0764b973ac81326cd6236100e18efd
research_warehouse,2026-08-03 four-planner matrix,results/pstmo_execution_full_20260803/research_warehouse/lower_left_diagonal_smac2d_savitzky_golay.json,lower_left_diagonal,Smac2D,savitzky_golay,True,32.616,31.311000000000003,1.3049999999999962,4.451597337683023,0.008297000326575904,0.08240200404590847,,,0.02871350066944125,0.05989929960465424,0,0,96c5596bf3743553ab28ba4f152755896532c820b0c3d035c0b75ee41c6445b8,6db841856aad206950caef0b1df8bfa221036d41eb9ca2e758265b0081a4243e
research_warehouse,2026-08-03 four-planner matrix,results/pstmo_execution_full_20260803/research_warehouse/lower_left_diagonal_smac2d_constrained.json,lower_left_diagonal,Smac2D,constrained,True,32.727000000000004,31.425,1.3020000000000032,4.468640855386372,0.02081375668456964,0.08615063446269633,,,0.026891002170667172,0.06034888045648308,0,0,96c5596bf3743553ab28ba4f152755896532c820b0c3d035c0b75ee41c6445b8,c0ac59d6d826c0e11dc70e1fcfcdf7dd76a7fd95f2936fcd7b47459212b2f2ae
research_warehouse,2026-08-03 four-planner matrix,results/pstmo_execution_full_20260803/research_warehouse/lower_left_diagonal_smac2d_pstmo.json,lower_left_diagonal,Smac2D,pstmo,True,31.833000000000002,30.504,1.3290000000000006,4.419860217651881,0.017489972311612076,0.09199036204902178,,,0.01884408503406375,0.04590489210347775,0,0,96c5596bf3743553ab28ba4f152755896532c820b0c3d035c0b75ee41c6445b8,0447033ad3be20f8731126179f61792cb93de952f83d461130ed5e1a1fb6f1ff
research_warehouse,2026-08-03 four-planner matrix,results/pstmo_execution_full_20260803/research_warehouse/lower_left_diagonal_smachybrid_raw.json,lower_left_diagonal,SmacHybrid,raw,True,29.241000000000003,27.939,1.3020000000000032,4.551098167047524,0.01956658497980146,0.09130770373399699,,,0.02879433796230908,0.06695940573642717,0,0,57478dc275b32d211a9f6c085410e875a1826515caad9a7d65512c86b66c200c,57478dc275b32d211a9f6c085410e875a1826515caad9a7d65512c86b66c200c
research_warehouse,2026-08-03 four-planner matrix,results/pstmo_execution_full_20260803/research_warehouse/lower_left_diagonal_smachybrid_simple.json,lower_left_diagonal,SmacHybrid,simple,True,28.689,27.408,1.2809999999999988,4.535077111773427,0.02051770557287406,0.08666516546773673,,,0.022103138268795324,0.04658943322126594,0,0,57478dc275b32d211a9f6c085410e875a1826515caad9a7d65512c86b66c200c,5fd045fcda3175cd31fdcbef0ef60811ade4c6226aab0be67d5ce070b3ef7d54
research_warehouse,2026-08-03 four-planner matrix,results/pstmo_execution_full_20260803/research_warehouse/lower_left_diagonal_smachybrid_savitzky_golay.json,lower_left_diagonal,SmacHybrid,savitzky_golay,True,29.199,27.876,1.3230000000000004,4.551636830092331,0.024512428819415778,0.07969245420709536,,,0.027940643613794846,0.06518238253516993,0,0,57478dc275b32d211a9f6c085410e875a1826515caad9a7d65512c86b66c200c,b391cac5e9ebffb5269ef9478d9ff7d88c012e3c30d33cef3c528d228f687027
research_warehouse,2026-08-03 four-planner matrix,results/pstmo_execution_full_20260803/research_warehouse/lower_left_diagonal_smachybrid_constrained.json,lower_left_diagonal,SmacHybrid,constrained,True,29.28,27.975,1.3049999999999997,4.561243528324828,0.026731254277040404,0.07930481428689216,,,0.02700573251269686,0.07251308797241277,0,0,57478dc275b32d211a9f6c085410e875a1826515caad9a7d65512c86b66c200c,20c520222bff0b137db5b79cbe5195543efab14e34f2f1167d09fc5928b87a5a
research_warehouse,2026-08-03 four-planner matrix,results/pstmo_execution_full_20260803/research_warehouse/lower_left_diagonal_smachybrid_pstmo.json,lower_left_diagonal,SmacHybrid,pstmo,True,29.427000000000003,28.137,1.2900000000000027,4.480596614987969,0.021900674595902277,0.07079535137748094,,,0.026034908789326048,0.04850123618673633,0,0,57478dc275b32d211a9f6c085410e875a1826515caad9a7d65512c86b66c200c,ef11a7822051b7c42e74ac694782070e7449dbfb8bec3d59e8fa4e5d10c4c214
narrow_aisles,2026-08-03 four-planner matrix,results/pstmo_execution_full_20260803/narrow_aisles/southwest_northeast_weave_navfnastar_raw.json,southwest_northeast_weave,NavFnAStar,raw,True,76.37100000000001,75.006,1.365000000000009,14.281182903358863,0.03478710422922672,0.08113255200556635,,,0.02717748200338641,0.07543961504884773,0,0,54f0e297b75fefc5fda788a06a865b413c06d35c25e149531638dd1af60c953e,54f0e297b75fefc5fda788a06a865b413c06d35c25e149531638dd1af60c953e
narrow_aisles,2026-08-03 four-planner matrix,results/pstmo_execution_full_20260803/narrow_aisles/southwest_northeast_weave_navfnastar_simple.json,southwest_northeast_weave,NavFnAStar,simple,True,72.81,71.562,1.2480000000000047,14.245141508668794,0.051514438735400556,0.06433923338179248,,,0.02873582178599279,0.08436405663126308,0,0,54f0e297b75fefc5fda788a06a865b413c06d35c25e149531638dd1af60c953e,be04384958d153fac47ea8564b0f92883f7d82efc62eaf7f5c5ba398848db0b1
narrow_aisles,2026-08-03 four-planner matrix,results/pstmo_execution_full_20260803/narrow_aisles/southwest_northeast_weave_navfnastar_savitzky_golay.json,southwest_northeast_weave,NavFnAStar,savitzky_golay,True,79.34700000000001,78.003,1.3440000000000083,14.308848984640486,0.037139664336220395,0.08872382078204888,,,0.02881437771682419,0.08224257024019488,0,0,54f0e297b75fefc5fda788a06a865b413c06d35c25e149531638dd1af60c953e,457c0b0a8cb4c64114c7b921d556173799b756c0d8904f91c049db9a029df957
narrow_aisles,2026-08-03 four-planner matrix,results/pstmo_execution_full_20260803/narrow_aisles/southwest_northeast_weave_navfnastar_constrained.json,southwest_northeast_weave,NavFnAStar,constrained,True,77.238,75.918,1.3199999999999932,14.33341600281702,0.04581729622769166,0.08024564838680394,,,0.02733298904437486,0.07790295893323636,0,0,54f0e297b75fefc5fda788a06a865b413c06d35c25e149531638dd1af60c953e,691efef2d5b24a4d4b837c3abd8c5695777e50e4f2438d16329f64c22fc1f14a
