algorithm_time_s,curvature_energy_1pm,deviation_max_m,deviation_rmse_m,error,footprint_clearance_mean_m,footprint_clearance_min_m,footprint_clearance_p05_m,footprint_collision_sample_count,footprint_pose_sample_count,hybrid_pivot_energy,hybrid_pivot_markers,hybrid_pivot_max_cost,hybrid_pivot_safe,hybrid_raw_energy,hybrid_raw_max_cost,hybrid_raw_safe,hybrid_reason,hybrid_selected,hybrid_simple_energy,hybrid_simple_max_cost,hybrid_simple_safe,max_abs_curvature_1pm,method,metric_spacing_m,native_point_count,output_path_sha256,path_length_m,pivot_compatible_edges,pivot_competitive_candidates,pivot_conditioning_input_points,pivot_conditioning_max_deviation,pivot_conditioning_observed_deviation,pivot_conditioning_output_points,pivot_conditioning_safety_rejections,pivot_conditioning_shortcuts,pivot_corner_search,pivot_corners,pivot_dp_states,pivot_evaluations,pivot_fallback,pivot_g2_transitions,pivot_marker_count,pivot_max_angle_rad,pivot_max_footprint_cost,pivot_mean_transition_score,pivot_output_points,pivot_pivots,pivot_rejections,pivot_runtime_s,pivot_search_mode,pivot_segment_margin,pivot_total_angle_rad,pivot_valid_candidates,planner,planner_output_path_sha256,point_count,raw_path_sha256,removed_duplicate_pose_count,repetition,scenario,success,translation_curvature_energy_1pm,translation_max_abs_curvature_1pm,translation_path_length_m,translation_segment_count,wall_time_s
0.0,5.688865484455407e-26,1.4799098391193866e-08,8.529820412649114e-09,,0.713855627244483,0.6447181959844944,0.7146446715897079,0,147,,,,,,,,,,,,,1.776356839503667e-13,pivot_g2,0.05,147,d0c4b934cab7e7bc2ba152c5bc2239287818340c65b220f11c7ffa9fdb4743a0,7.299999947845936,0,0,290,0.04,1.47991e-08,2,0,1,[],0,0,0,none,0,0,0.0,200,0,147,0,{},0.000370235,adaptive,0.05,0,0,NavFnDijkstra,be14d93aff78ca16b2f92bbb5d5e98f259e4565841c31705a5b127bd8f5ca41b,147,be14d93aff78ca16b2f92bbb5d5e98f259e4565841c31705a5b127bd8f5ca41b,0,1,straight_lower_aisle,True,5.688865484455407e-26,1.776356839503667e-13,7.299999947845936,1,0.006224489000032918
0.0,5.397380654863941e-14,9.344196971738938e-09,8.933066392227504e-10,,0.714108961247787,0.6447181959844944,0.7146446715897079,0,290,5.68887e-26,0,0,True,1.77636e-12,0,True,simple_default,simple,5.39738e-14,0,True,6.392212981154437e-07,adaptive_hybrid_fixed,0.05,290,91ee51f8939ae83354405ee1b2d9ffdd35d275ad207b441045bbde3cbde626f0,7.2999999478459365,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,NavFnDijkstra,be14d93aff78ca16b2f92bbb5d5e98f259e4565841c31705a5b127bd8f5ca41b,147,be14d93aff78ca16b2f92bbb5d5e98f259e4565841c31705a5b127bd8f5ca41b,0,1,straight_lower_aisle,True,5.397380654863941e-14,6.392212981154437e-07,7.2999999478459365,1,0.009564951999891491
0.0,5.397380654863941e-14,9.344196971738938e-09,8.933066392227504e-10,,0.714108961247787,0.6447181959844944,0.7146446715897079,0,290,5.68887e-26,0,0,True,1.77636e-12,0,True,simple_default,simple,5.39738e-14,0,True,6.392212981154437e-07,adaptive_hybrid,0.05,290,91ee51f8939ae83354405ee1b2d9ffdd35d275ad207b441045bbde3cbde626f0,7.2999999478459365,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,NavFnDijkstra,be14d93aff78ca16b2f92bbb5d5e98f259e4565841c31705a5b127bd8f5ca41b,147,be14d93aff78ca16b2f92bbb5d5e98f259e4565841c31705a5b127bd8f5ca41b,0,1,straight_lower_aisle,True,5.397380654863941e-14,6.392212981154437e-07,7.2999999478459365,1,0.00850463699998727
0.0,25.677326266711724,2.220446049250313e-16,7.998132831212724e-17,,0.3740057866411953,0.17677669793081488,0.18825146149581692,0,156,,,,,,,,,,,,,10.656303080685946,raw,0.05,155,d4ab89b862a92baa6ca51409a0900c96e9b8e510a290f238d958531aa7f6ce70,3.883743469371417,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,NavFnDijkstra,d4ab89b862a92baa6ca51409a0900c96e9b8e510a290f238d958531aa7f6ce70,79,d4ab89b862a92baa6ca51409a0900c96e9b8e510a290f238d958531aa7f6ce70,0,1,crate_detour,True,25.677326266711724,10.656303080685946,3.883743469371417,1,0.004438020000179677
0.0,3.761066087565541,0.013998843034938209,0.0033085541162817377,,0.3910558971131362,0.25619225950049973,0.25619225950049973,0,166,,,,,,,,,,,,,3.5578535860544576,simple,0.05,155,823496834170d2bcc7bbc576c43595bd23d94dbd9f5ca2dbec13619dc2347a10,3.8615660544026533,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,NavFnDijkstra,d4ab89b862a92baa6ca51409a0900c96e9b8e510a290f238d958531aa7f6ce70,79,d4ab89b862a92baa6ca51409a0900c96e9b8e510a290f238d958531aa7f6ce70,0,1,crate_detour,True,3.761066087565541,3.5578535860544576,3.8615660544026533,1,0.005838177999976324
0.0,11.451850792966512,0.0036629211927432567,0.0009315811956552779,,0.3898016358529049,0.23390290478282266,0.25619225950049973,0,181,,,,,,,,,,,,,7.492689946797841,savitzky_golay,0.05,155,352a334d38a464d8bf4c212d9891e2b90ba12815e9dd4bb3a8f5303d5e924984,3.8761304180602654,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,NavFnDijkstra,d4ab89b862a92baa6ca51409a0900c96e9b8e510a290f238d958531aa7f6ce70,79,d4ab89b862a92baa6ca51409a0900c96e9b8e510a290f238d958531aa7f6ce70,0,1,crate_detour,True,11.451850792966512,7.492689946797841,3.8761304180602654,1,0.005445898999823839
0.009000000000000001,19.96416298296546,0.011225668646903506,0.0025285588765783878,,0.41778635229064504,0.23390290478282266,0.25619225950049973,0,203,,,,,,,,,,,,,12.828930741533494,constrained,0.05,155,fb78f3911fd7b28ad859be1c550ffaf99bcc597d90ea4aa79a0ffda60824c955,3.886932573778767,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,NavFnDijkstra,d4ab89b862a92baa6ca51409a0900c96e9b8e510a290f238d958531aa7f6ce70,79,d4ab89b862a92baa6ca51409a0900c96e9b8e510a290f238d958531aa7f6ce70,0,1,crate_detour,True,19.96416298296546,12.828930741533494,3.886932573778767,1,0.0130311249999977
0.003,3.027834687995917,0.03485109473858639,0.011890831505553867,,0.3398765306383173,0.23390290478282266,0.23390290478282266,0,177,,,,,,,,,,,,,2.8260043215068498,pivot_g2_fixed,0.05,168,973be46eb94817b5a70719f412e3d16d127907cabda7a71fe5bf9ac8fdd39911,3.8473186716963004,0,24,155,0.04,0.0352555,7,0,6,"[{'index': 0, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 8, 'states': 0, 'selected_radius': 1.5, 'selected_trim': 0.128061, 'selected_score': 0.824878}, {'index': 1, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 3, 'states': 0, 'selected_radius': 0.4, 'selected_trim': 0.103815, 'selected_score': 0.75}, {'index': 2, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 4, 'states': 0, 'selected_radius': 0.6, 'selected_trim': 0.0960734, 'selected_score': 0.908386}, {'index': 3, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 6, 'states': 0, 'selected_radius': 1, 'selected_trim': 0.152755, 'selected_score': 1}, {'index': 4, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 5, 'states': 0, 'selected_radius': 0.6, 'selected_trim': 0.157474, 'selected_score': 0.953369}]",5,0,45,none,5,0,0.0,200,0.887327,168,0,"{'angular acceleration iteration did not converge': 3, 'transition would overlap an adjacent corner window': 16}",0.00327852,fixed,0.05,0,26,NavFnDijkstra,d4ab89b862a92baa6ca51409a0900c96e9b8e510a290f238d958531aa7f6ce70,78,d4ab89b862a92baa6ca51409a0900c96e9b8e510a290f238d958531aa7f6ce70,0,1,crate_detour,True,3.027834687995917,2.8260043215068498,3.8473186716963004,1,0.008526584999799525
0.009000000000000001,3.9821449641045135,0.03488028053692849,0.011732732411511999,,0.3434746318675117,0.23390290478282266,0.23390290478282266,0,176,,,,,,,,,,,,,4.714845031197143,pivot_g2,0.05,167,f853b2ac9e4daff5ff7be1bec7ac47828bafa15e440c57213c1313e22984e124,3.8499465433716376,73,84,155,0.04,0.0352555,7,0,6,"[{'index': 0, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.00853738, 'trim_max': 0.128061, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 1.5, 'selected_trim': 0.128061, 'selected_score': 0.198741}, {'index': 1, 'radius_min': 0.1, 'radius_max': 1.02133, 'trim_min': 0.0259538, 'trim_max': 0.265073, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 0.238199, 'selected_trim': 0.0618217, 'selected_score': 0.660544}, {'index': 2, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0160122, 'trim_max': 0.240184, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 0.485, 'selected_trim': 0.0776594, 'selected_score': 0.456609}, {'index': 3, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0152755, 'trim_max': 0.229132, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 1.5, 'selected_trim': 0.229132, 'selected_score': 0.265842}, {'index': 4, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0262456, 'trim_max': 0.393684, 'evaluations': 20, 'safe_feasible': 18, 'states': 6, 'selected_radius': 0.415, 'selected_trim': 0.108919, 'selected_score': 0.609029}]",5,30,100,none,5,0,0.0,200,0.438153,167,0,"{'angular acceleration iteration did not converge': 8, 'transition requires a reversing inner wheel': 6}",0.00759412,adaptive,0.05,0,86,NavFnDijkstra,d4ab89b862a92baa6ca51409a0900c96e9b8e510a290f238d958531aa7f6ce70,79,d4ab89b862a92baa6ca51409a0900c96e9b8e510a290f238d958531aa7f6ce70,0,1,crate_detour,True,3.9821449641045135,4.714845031197143,3.8499465433716376,1,0.011439263000283972
0.003,3.761066087565541,0.013998843034938209,0.0033085541162817377,,0.3910558971131362,0.25619225950049973,0.25619225950049973,0,166,3.02783,0,173,True,25.6773,251,True,simple_default,simple,3.76107,161,True,3.5578535860544576,adaptive_hybrid_fixed,0.05,155,823496834170d2bcc7bbc576c43595bd23d94dbd9f5ca2dbec13619dc2347a10,3.8615660544026533,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,NavFnDijkstra,d4ab89b862a92baa6ca51409a0900c96e9b8e510a290f238d958531aa7f6ce70,79,d4ab89b862a92baa6ca51409a0900c96e9b8e510a290f238d958531aa7f6ce70,0,1,crate_detour,True,3.761066087565541,3.5578535860544576,3.8615660544026533,1,0.008381173000088893
0.009000000000000001,3.761066087565541,0.013998843034938209,0.0033085541162817377,,0.3910558971131362,0.25619225950049973,0.25619225950049973,0,166,3.98214,0,173,True,25.6773,251,True,simple_default,simple,3.76107,161,True,3.5578535860544576,adaptive_hybrid,0.05,155,823496834170d2bcc7bbc576c43595bd23d94dbd9f5ca2dbec13619dc2347a10,3.8615660544026533,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,NavFnDijkstra,d4ab89b862a92baa6ca51409a0900c96e9b8e510a290f238d958531aa7f6ce70,79,d4ab89b862a92baa6ca51409a0900c96e9b8e510a290f238d958531aa7f6ce70,0,1,crate_detour,True,3.761066087565541,3.5578535860544576,3.8615660544026533,1,0.013284722999742371
0.0,13.303131895715431,4.440892098500626e-16,6.632747768912425e-17,,0.38003468040674016,0.06464466190395313,0.10606601875848895,0,138,,,,,,,,,,,,,8.521160476757807,raw,0.05,137,53abfbf4af4eba12121bf756a95bc73f0c9a5cd535a152c8368a9514da6c282d,3.4467307940715943,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,NavFnDijkstra,53abfbf4af4eba12121bf756a95bc73f0c9a5cd535a152c8368a9514da6c282d,71,53abfbf4af4eba12121bf756a95bc73f0c9a5cd535a152c8368a9514da6c282d,0,1,vertical_rack_detour,True,13.303131895715431,8.521160476757807,3.4467307940715943,1,0.006171806000111246
0.003,1.967512709310029,0.008833344514399724,0.0026804975246075575,,0.3706951873310005,0.11464466264901119,0.11464466264901119,0,145,,,,,,,,,,,,,2.1871151362853345,simple,0.05,137,889ad29c3f826592c7ce68b7bbab1df1600ecfaf1f0be21a78a8b41120ffe8d1,3.4350162798214696,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,NavFnDijkstra,53abfbf4af4eba12121bf756a95bc73f0c9a5cd535a152c8368a9514da6c282d,70,53abfbf4af4eba12121bf756a95bc73f0c9a5cd535a152c8368a9514da6c282d,0,1,vertical_rack_detour,True,1.967512709310029,2.1871151362853345,3.4350162798214696,1,0.005923041000187368
0.0,6.871543894259572,0.004165260618615761,0.000828501116149642,,0.3623598500907283,0.11464466264901119,0.11464466264901119,0,158,,,,,,,,,,,,,4.978839288396052,savitzky_golay,0.05,137,fb127e746374e8a766e954fc9622abde537923dbe0dc57e8284847626e978012,3.443629339706382,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,NavFnDijkstra,53abfbf4af4eba12121bf756a95bc73f0c9a5cd535a152c8368a9514da6c282d,70,53abfbf4af4eba12121bf756a95bc73f0c9a5cd535a152c8368a9514da6c282d,0,1,vertical_rack_detour,True,6.871543894259572,4.978839288396052,3.443629339706382,1,0.006822777999786922
0.009000000000000001,15.556431252784087,0.0439273863586293,0.020734749213525562,,0.3786644702272963,0.16464466339406925,0.16464466339406925,0,171,,,,,,,,,,,,,7.253318537892855,constrained,0.05,137,0dfcecb3a9284a35be23daf5314031edeea0357e9aca7ce11c0198a0b783ce52,3.485038315917971,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,NavFnDijkstra,53abfbf4af4eba12121bf756a95bc73f0c9a5cd535a152c8368a9514da6c282d,71,53abfbf4af4eba12121bf756a95bc73f0c9a5cd535a152c8368a9514da6c282d,0,1,vertical_rack_detour,True,15.556431252784087,7.253318537892855,3.485038315917971,1,0.01269036799976675
0.003,1.4598895775757144,0.01731092915293551,0.0070758184356543895,,0.28487538465482476,0.11464466264901119,0.11464466264901119,0,155,,,,,,,,,,,,,1.8825209442986075,pivot_g2_fixed,0.05,148,8ec0ee0de488ed213f2e63a125541823b04509e9f8acd5c0a399179a6388032c,3.4298427211351386,0,29,137,0.04,0.0179261,7,0,6,"[{'index': 0, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 7, 'states': 0, 'selected_radius': 1, 'selected_trim': 0.171604, 'selected_score': 0.85}, {'index': 1, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 6, 'states': 0, 'selected_radius': 1, 'selected_trim': 0.143354, 'selected_score': 1}, {'index': 2, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 7, 'states': 0, 'selected_radius': 1.5, 'selected_trim': 0.103271, 'selected_score': 0.989962}, {'index': 3, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 5, 'states': 0, 'selected_radius': 0.6, 'selected_trim': 0.101134, 'selected_score': 0.910262}, {'index': 4, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 6, 'states': 0, 'selected_radius': 1, 'selected_trim': 0.105041, 'selected_score': 0.794488}]",5,0,45,none,5,0,0.0,200,0.908942,148,0,"{'angular acceleration iteration did not converge': 4, 'transition would overlap an adjacent corner window': 10}",0.0034901,fixed,0.05,0,31,NavFnDijkstra,53abfbf4af4eba12121bf756a95bc73f0c9a5cd535a152c8368a9514da6c282d,70,53abfbf4af4eba12121bf756a95bc73f0c9a5cd535a152c8368a9514da6c282d,0,1,vertical_rack_detour,True,1.4598895775757144,1.8825209442986075,3.4298427211351386,1,0.007548520999989705
0.006,1.660831636339347,0.021331413043216296,0.007468400869311131,,0.2734507457723889,0.11464466264901119,0.11464466264901119,0,171,,,,,,,,,,,,,2.293632473155081,pivot_g2,0.05,164,443f848636727227097a6bd2d7631bc5415a2e243065ef2746d1c5cb032620d6,3.42936151929754,85,76,137,0.04,0.0179261,7,0,6,"[{'index': 0, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0171604, 'trim_max': 0.257406, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 1.5, 'selected_trim': 0.257406, 'selected_score': 0.32593}, {'index': 1, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0143354, 'trim_max': 0.215031, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 0.485, 'selected_trim': 0.0695267, 'selected_score': 0.49744}, {'index': 2, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.00688476, 'trim_max': 0.103271, 'evaluations': 11, 'safe_feasible': 9, 'states': 6, 'selected_radius': 1.5, 'selected_trim': 0.103271, 'selected_score': 0.24392}, {'index': 3, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0168557, 'trim_max': 0.252836, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 0.485, 'selected_trim': 0.0817503, 'selected_score': 0.531847}, {'index': 4, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0105041, 'trim_max': 0.157562, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 1.29, 'selected_trim': 0.135503, 'selected_score': 0.270756}]",5,30,91,none,5,0,0.0,200,0.373979,164,0,"{'angular acceleration iteration did not converge': 9, 'transition requires a reversing inner wheel': 5}",0.00760761,adaptive,0.05,0,77,NavFnDijkstra,53abfbf4af4eba12121bf756a95bc73f0c9a5cd535a152c8368a9514da6c282d,70,53abfbf4af4eba12121bf756a95bc73f0c9a5cd535a152c8368a9514da6c282d,0,1,vertical_rack_detour,True,1.660831636339347,2.293632473155081,3.42936151929754,1,0.013234610999916185
0.003,1.967512709310029,0.008833344514399724,0.0026804975246075575,,0.3706951873310005,0.11464466264901119,0.11464466264901119,0,145,1.45989,0,253,True,13.3031,253,True,simple_default,simple,1.96751,253,True,2.1871151362853345,adaptive_hybrid_fixed,0.05,137,889ad29c3f826592c7ce68b7bbab1df1600ecfaf1f0be21a78a8b41120ffe8d1,3.4350162798214696,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,NavFnDijkstra,53abfbf4af4eba12121bf756a95bc73f0c9a5cd535a152c8368a9514da6c282d,70,53abfbf4af4eba12121bf756a95bc73f0c9a5cd535a152c8368a9514da6c282d,0,1,vertical_rack_detour,True,1.967512709310029,2.1871151362853345,3.4350162798214696,1,0.00871584599963171
0.006,1.967512709310029,0.008833344514399724,0.0026804975246075575,,0.3706951873310005,0.11464466264901119,0.11464466264901119,0,145,1.66083,0,253,True,13.3031,253,True,simple_default,simple,1.96751,253,True,2.1871151362853345,adaptive_hybrid,0.05,137,889ad29c3f826592c7ce68b7bbab1df1600ecfaf1f0be21a78a8b41120ffe8d1,3.4350162798214696,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,NavFnDijkstra,53abfbf4af4eba12121bf756a95bc73f0c9a5cd535a152c8368a9514da6c282d,70,53abfbf4af4eba12121bf756a95bc73f0c9a5cd535a152c8368a9514da6c282d,0,1,vertical_rack_detour,True,1.967512709310029,2.1871151362853345,3.4350162798214696,1,0.01388464700039549
0.0,50.335844995171556,2.220446049250313e-16,5.705779506773972e-17,,0.5377465529773383,0.16464466339406925,0.2146446641391273,0,251,,,,,,,,,,,,,11.468765710131587,raw,0.05,246,8e0cb3b13aceb5b623ef824723b12671a151886c5c21cf5bca94b57c9b282df8,6.168172900691866,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,NavFnDijkstra,8e0cb3b13aceb5b623ef824723b12671a151886c5c21cf5bca94b57c9b282df8,125,8e0cb3b13aceb5b623ef824723b12671a151886c5c21cf5bca94b57c9b282df8,0,1,horizontal_rack_detour,True,50.335844995171556,11.468765710131587,6.168172900691866,1,0.005376364000312606
0.003,5.686661668251417,0.0165050729536979,0.0036429963624662496,,0.5107629885836733,0.23390290478282266,0.25619225950049973,0,255,,,,,,,,,,,,,4.817744742149888,simple,0.05,246,43bd63c005f0841a57f71a3cc247a4cb1b750245e26a6e1c87a8c657f51be5c3,6.127630905255402,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,NavFnDijkstra,8e0cb3b13aceb5b623ef824723b12671a151886c5c21cf5bca94b57c9b282df8,124,8e0cb3b13aceb5b623ef824723b12671a151886c5c21cf5bca94b57c9b282df8,0,1,horizontal_rack_detour,True,5.686661668251417,4.817744742149888,6.127630905255402,1,0.00799706599991623
0.0,21.162946904058487,0.007654985235932369,0.0014448322423635646,,0.49787264465821335,0.2146446641391273,0.23390290478282266,0,282,,,,,,,,,,,,,10.368183365997812,savitzky_golay,0.05,246,ba2e793ffa6cd56f0b65d545f47feeb5f2b3bf4262779cab2e9718f327011d60,6.152622683618669,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,NavFnDijkstra,8e0cb3b13aceb5b623ef824723b12671a151886c5c21cf5bca94b57c9b282df8,125,8e0cb3b13aceb5b623ef824723b12671a151886c5c21cf5bca94b57c9b282df8,0,1,horizontal_rack_detour,True,21.162946904058487,10.368183365997812,6.152622683618669,1,0.00739525600010893
0.018000000000000002,22.332732051119418,0.011791575398261554,0.002123402603794281,,0.5014893592015011,0.2146446641391273,0.25619225950049973,0,282,,,,,,,,,,,,,8.177470660434423,constrained,0.05,246,42b3a97f4f6d9267309ea31f99ba9054089a6538c30601eb8987949a87717a8a,6.162115604105716,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,NavFnDijkstra,8e0cb3b13aceb5b623ef824723b12671a151886c5c21cf5bca94b57c9b282df8,125,8e0cb3b13aceb5b623ef824723b12671a151886c5c21cf5bca94b57c9b282df8,0,1,horizontal_rack_detour,True,22.332732051119418,8.177470660434423,6.162115604105716,1,0.021973150000121677
0.003,2.2314450477267576,0.037283335194915716,0.019906196132519018,,0.47771506463829677,0.26878279146075923,0.26878279146075923,0,191,,,,,,,,,,,,,2.275386838209892,pivot_g2_fixed,0.05,183,18461780b496d7b11f170cb826d14ef319a4cf7b00fd7a6d5577f75df2bd49ac,6.113846667415071,0,28,246,0.04,0.037654,7,0,6,"[{'index': 0, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 7, 'states': 0, 'selected_radius': 1.5, 'selected_trim': 0.105738, 'selected_score': 0.99441}, {'index': 1, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 7, 'states': 0, 'selected_radius': 1.5, 'selected_trim': 0.0873415, 'selected_score': 1}, {'index': 2, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 7, 'states': 0, 'selected_radius': 1.25, 'selected_trim': 0.134476, 'selected_score': 1}, {'index': 3, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 5, 'states': 0, 'selected_radius': 0.6, 'selected_trim': 0.143188, 'selected_score': 0.785651}, {'index': 4, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 4, 'states': 0, 'selected_radius': 0.5, 'selected_trim': 0.142244, 'selected_score': 0.776013}]",5,0,45,none,5,0,0.0,200,0.911215,183,0,"{'angular acceleration iteration did not converge': 5, 'transition would overlap an adjacent corner window': 10}",0.0030881,fixed,0.05,0,30,NavFnDijkstra,8e0cb3b13aceb5b623ef824723b12671a151886c5c21cf5bca94b57c9b282df8,124,8e0cb3b13aceb5b623ef824723b12671a151886c5c21cf5bca94b57c9b282df8,0,1,horizontal_rack_detour,True,2.2314450477267576,2.275386838209892,6.113846667415071,1,0.009074918999885995
0.006,6.429082565039103,0.037351205672594666,0.019821524794896534,,0.4987032064721844,0.26878279146075923,0.26878279146075923,0,153,,,,,,,,,,,,,6.950654278896391,pivot_g2,0.05,130,b29e75d325da1f761e3976b46c3a90f3aa95fde933bde0bb80a364b3969ac7bd,6.123233026717931,88,64,246,0.04,0.037654,7,0,6,"[{'index': 0, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.00704922, 'trim_max': 0.105738, 'evaluations': 11, 'safe_feasible': 9, 'states': 6, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 1, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.00582276, 'trim_max': 0.0873415, 'evaluations': 11, 'safe_feasible': 9, 'states': 6, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 2, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0107581, 'trim_max': 0.161371, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 3, 'radius_min': 0.1, 'radius_max': 1.45513, 'trim_min': 0.0238646, 'trim_max': 0.347262, 'evaluations': 20, 'safe_feasible': 18, 'states': 6, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 4, 'radius_min': 0.1, 'radius_max': 1.27182, 'trim_min': 0.0284487, 'trim_max': 0.361815, 'evaluations': 20, 'safe_feasible': 16, 'states': 6, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}]",5,30,82,all_pivot,0,5,0.5543297284198418,200,0,130,5,"{'angular acceleration iteration did not converge': 6, 'transition requires a reversing inner wheel': 7}",0.00556087,adaptive,0.05,1.494271330350091,69,NavFnDijkstra,8e0cb3b13aceb5b623ef824723b12671a151886c5c21cf5bca94b57c9b282df8,124,8e0cb3b13aceb5b623ef824723b12671a151886c5c21cf5bca94b57c9b282df8,0,1,horizontal_rack_detour,True,2.5818374630059653e-25,3.642919299551295e-13,6.126809609008046,6,0.00943604799977038
0.006,5.686661668251417,0.0165050729536979,0.0036429963624662496,,0.5107629885836733,0.23390290478282266,0.25619225950049973,0,255,2.23145,0,161,True,50.3358,251,True,simple_default,simple,5.68666,177,True,4.817744742149888,adaptive_hybrid_fixed,0.05,246,43bd63c005f0841a57f71a3cc247a4cb1b750245e26a6e1c87a8c657f51be5c3,6.127630905255402,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,NavFnDijkstra,8e0cb3b13aceb5b623ef824723b12671a151886c5c21cf5bca94b57c9b282df8,124,8e0cb3b13aceb5b623ef824723b12671a151886c5c21cf5bca94b57c9b282df8,0,1,horizontal_rack_detour,True,5.686661668251417,4.817744742149888,6.127630905255402,1,0.00937706700005947
